"","int.name","species","Lake","Month","Year","angler.type","trip.type","length","type","length.cm","length.cat","length.cat2","CPUE","type.2","cat","speciesn"
"4120","2740.2011-09-23.811","Bluegill","Merritt","Sep","2011","2","1",150,"release",15,"150",15,2.30769230769231,0,"Q","generic"
"4121","2740.2011-09-23.811","Bluegill","Merritt","Sep","2011","2","1",182,"harvest",18,"200",18,2.30769230769231,1,"Q","generic"
"4122","2740.2011-09-23.811","Bluegill","Merritt","Sep","2011","2","1",226,"harvest",23,"230",23,2.30769230769231,1,"Q","generic"
"4123","2740.2011-09-23.813","Bluegill","Merritt","Sep","2011","2","1",186,"harvest",19,"200",19,0.47244094488189,1,"Q","generic"
"4124","2740.2011-09-23.813","Bluegill","Merritt","Sep","2011","2","1",176,"harvest",18,"200",18,0.47244094488189,1,"Q","generic"
"4125","2740.2011-09-23.813","Bluegill","Merritt","Sep","2011","2","1",180,"harvest",18,"200",18,0.47244094488189,1,"Q","generic"
"4126","2740.2011-09-23.813","Bluegill","Merritt","Sep","2011","2","1",157,"harvest",16,"175",16,0.47244094488189,1,"Q","generic"
"4127","2740.2011-09-23.813","Bluegill","Merritt","Sep","2011","2","1",172,"harvest",17,"175",17,0.47244094488189,1,"Q","generic"
"4128","2740.2011-09-23.813","Bluegill","Merritt","Sep","2011","2","1",215,"harvest",22,"230",22,0.47244094488189,1,"Q","generic"
"4129","2740.2011-09-23.813","Bluegill","Merritt","Sep","2011","2","1",140,"harvest",14,"150",14,0.47244094488189,1,"S","generic"
"4130","2740.2011-09-23.813","Bluegill","Merritt","Sep","2011","2","1",167,"harvest",17,"175",17,0.47244094488189,1,"Q","generic"
"4131","2740.2011-09-23.813","Bluegill","Merritt","Sep","2011","2","1",191,"harvest",19,"200",19,0.47244094488189,1,"Q","generic"
"4132","2740.2011-09-23.813","Bluegill","Merritt","Sep","2011","2","1",169,"harvest",17,"175",17,0.47244094488189,1,"Q","generic"
"4214","2740.2011-10-02.846","Bluegill","Merritt","Oct","2011","2","1",150,"release",15,"150",15,0.39344262295082,0,"Q","generic"
"4215","2740.2011-10-02.846","Bluegill","Merritt","Oct","2011","2","1",150,"release",15,"150",15,0.39344262295082,0,"Q","generic"
"4216","2740.2011-10-02.846","Bluegill","Merritt","Oct","2011","2","1",150,"release",15,"150",15,0.39344262295082,0,"Q","generic"
"4217","2740.2011-10-02.846","Bluegill","Merritt","Oct","2011","2","1",150,"release",15,"150",15,0.39344262295082,0,"Q","generic"
"4218","2740.2011-10-02.846","Bluegill","Merritt","Oct","2011","2","1",150,"release",15,"150",15,0.39344262295082,0,"Q","generic"
"4219","2740.2011-10-02.846","Bluegill","Merritt","Oct","2011","2","1",200,"release",20,"200",20,0.39344262295082,0,"Q","generic"
"4220","2740.2011-10-02.846","Bluegill","Merritt","Oct","2011","2","1",150,"release",15,"150",15,0.39344262295082,0,"Q","generic"
"4221","2740.2011-10-02.846","Bluegill","Merritt","Oct","2011","2","1",150,"release",15,"150",15,0.39344262295082,0,"Q","generic"
"4241","2740.2011-10-02.848","Bluegill","Merritt","Oct","2011","1","1",150,"release",15,"150",15,0.315789473684211,0,"Q","generic"
"4254","2740.2011-10-19.863","Bluegill","Merritt","Oct","2011","2","1",200,"release",20,"200",20,0.0857142857142857,0,"Q","generic"
"5976","4905.2010-06-30.88","Bluegill","MedicineCreek","Jun","2010","2","1",80,"release",8,"<125",8,0.05,0,"S","generic"
"6124","4905.2010-08-12.139","Bluegill","MedicineCreek","Aug","2010","1","1",80,"release",8,"<125",8,3.75,0,"S","generic"
"6125","4905.2010-08-12.139","Bluegill","MedicineCreek","Aug","2010","1","1",80,"release",8,"<125",8,3.75,0,"S","generic"
"6126","4905.2010-08-12.139","Bluegill","MedicineCreek","Aug","2010","1","1",80,"release",8,"<125",8,3.75,0,"S","generic"
"6127","4905.2010-08-12.139","Bluegill","MedicineCreek","Aug","2010","1","1",80,"release",8,"<125",8,3.75,0,"S","generic"
"6128","4905.2010-08-12.139","Bluegill","MedicineCreek","Aug","2010","1","1",80,"release",8,"<125",8,3.75,0,"S","generic"
"6437","4905.2011-05-28.86","Bluegill","MedicineCreek","May","2011","2","1",150,"release",15,"150",15,0.253968253968254,0,"Q","generic"
"6438","4905.2011-05-28.86","Bluegill","MedicineCreek","May","2011","2","1",150,"release",15,"150",15,0.253968253968254,0,"Q","generic"
"6439","4905.2011-05-28.86","Bluegill","MedicineCreek","May","2011","2","1",150,"release",15,"150",15,0.253968253968254,0,"Q","generic"
"6440","4905.2011-05-28.86","Bluegill","MedicineCreek","May","2011","2","1",150,"release",15,"150",15,0.253968253968254,0,"Q","generic"
"6606","4905.2011-06-25.162","Bluegill","MedicineCreek","Jun","2011","2","1",80,"release",8,"<125",8,0.119402985074627,0,"S","generic"
"6607","4905.2011-06-25.162","Bluegill","MedicineCreek","Jun","2011","2","1",125,"release",12,"125",12,0.119402985074627,0,"S","generic"
"6644","4905.2011-07-05.238","Bluegill","MedicineCreek","Jul","2011","2","1",175,"release",18,"175",18,0.103448275862069,0,"Q","generic"
"6645","4905.2011-07-05.238","Bluegill","MedicineCreek","Jul","2011","2","1",175,"release",18,"175",18,0.103448275862069,0,"Q","generic"
"6822","4905.2011-07-11.211","Bluegill","MedicineCreek","Jul","2011","2","1",150,"release",15,"150",15,0.0588235294117647,0,"Q","generic"
"6837","4905.2011-07-13.265","Bluegill","MedicineCreek","Jul","2011","2","1",167,"harvest",17,"175",17,0.272727272727273,1,"Q","generic"
"6838","4905.2011-07-13.265","Bluegill","MedicineCreek","Jul","2011","2","1",170,"harvest",17,"175",17,0.272727272727273,1,"Q","generic"
"6920","4905.2011-07-21.272","Bluegill","MedicineCreek","Jul","2011","2","1",175,"release",18,"175",18,0.0535714285714286,0,"Q","generic"
"7176","4905.2011-08-06.303","Bluegill","MedicineCreek","Aug","2011","2","1",125,"release",12,"125",12,0.148148148148148,0,"S","generic"
"7177","4905.2011-08-06.303","Bluegill","MedicineCreek","Aug","2011","2","1",80,"release",8,"<125",8,0.148148148148148,0,"S","generic"
"7178","4905.2011-08-06.303","Bluegill","MedicineCreek","Aug","2011","2","1",80,"release",8,"<125",8,0.148148148148148,0,"S","generic"
"7274","4905.2011-08-06.315","Bluegill","MedicineCreek","Aug","2011","2","1",150,"release",15,"150",15,0.0519480519480519,0,"Q","generic"
"7811","4905.2011-08-22.379","Bluegill","MedicineCreek","Aug","2011","1","1",125,"release",12,"125",12,0.4,0,"S","generic"
"8397","4905.2011-09-06.428","Bluegill","MedicineCreek","Sep","2011","2","1",150,"release",15,"150",15,0.153846153846154,0,"Q","generic"
"8398","4905.2011-09-06.428","Bluegill","MedicineCreek","Sep","2011","2","1",125,"release",12,"125",12,0.153846153846154,0,"S","generic"
"8434","4905.2011-09-06.429","Bluegill","MedicineCreek","Sep","2011","1","1",125,"release",12,"125",12,0.8,0,"S","generic"
"8435","4905.2011-09-06.429","Bluegill","MedicineCreek","Sep","2011","1","1",125,"release",12,"125",12,0.8,0,"S","generic"
"8451","4905.2011-09-06.430","Bluegill","MedicineCreek","Sep","2011","2","1",125,"release",12,"125",12,0.109090909090909,0,"S","generic"
"8486","4905.2011-09-09.508","Bluegill","MedicineCreek","Sep","2011","2","1",125,"release",12,"125",12,0.127659574468085,0,"S","generic"
"8490","4905.2011-09-10.488","Bluegill","MedicineCreek","Sep","2011","1","1",125,"release",12,"125",12,0.25,0,"S","generic"
"8627","4905.2011-09-12.479","Bluegill","MedicineCreek","Sep","2011","1","1",125,"release",12,"125",12,0.5,0,"S","generic"
"12372","6915.2010-05-01.79","Bluegill","Harlan","May","2010","2","1",125,"release",12,"125",12,0.533333333333333,0,"S","generic"
"12373","6915.2010-05-01.79","Bluegill","Harlan","May","2010","2","1",150,"release",15,"150",15,0.533333333333333,0,"Q","generic"
"12374","6915.2010-05-01.79","Bluegill","Harlan","May","2010","2","1",125,"release",12,"125",12,0.533333333333333,0,"S","generic"
"12375","6915.2010-05-01.79","Bluegill","Harlan","May","2010","2","1",80,"release",8,"<125",8,0.533333333333333,0,"S","generic"
"12376","6915.2010-05-01.80","Bluegill","Harlan","May","2010","2","1",125,"release",12,"125",12,0.125,0,"S","generic"
"12413","6915.2010-05-14.133","Bluegill","Harlan","May","2010","2","1",175,"release",18,"175",18,0.333333333333333,0,"Q","generic"
"12414","6915.2010-05-14.133","Bluegill","Harlan","May","2010","2","1",150,"release",15,"150",15,0.333333333333333,0,"Q","generic"
"12420","6915.2010-05-18.158","Bluegill","Harlan","May","2010","1","1",180,"harvest",18,"200",18,10,1,"Q","generic"
"12421","6915.2010-05-18.158","Bluegill","Harlan","May","2010","1","1",210,"harvest",21,"230",21,10,1,"Q","generic"
"12422","6915.2010-05-18.158","Bluegill","Harlan","May","2010","1","1",180,"harvest",18,"200",18,10,1,"Q","generic"
"12423","6915.2010-05-18.158","Bluegill","Harlan","May","2010","1","1",203,"harvest",20,"230",20,10,1,"Q","generic"
"12424","6915.2010-05-18.158","Bluegill","Harlan","May","2010","1","1",152,"harvest",15,"175",15,10,1,"Q","generic"
"12425","6915.2010-05-18.158","Bluegill","Harlan","May","2010","1","1",203,"harvest",20,"230",20,10,1,"Q","generic"
"12426","6915.2010-05-18.158","Bluegill","Harlan","May","2010","1","1",203,"harvest",20,"230",20,10,1,"Q","generic"
"12427","6915.2010-05-18.158","Bluegill","Harlan","May","2010","1","1",203,"harvest",20,"230",20,10,1,"Q","generic"
"12428","6915.2010-05-18.158","Bluegill","Harlan","May","2010","1","1",190,"harvest",19,"200",19,10,1,"Q","generic"
"12429","6915.2010-05-18.158","Bluegill","Harlan","May","2010","1","1",178,"harvest",18,"200",18,10,1,"Q","generic"
"12434","6915.2010-05-20.167","Bluegill","Harlan","May","2010","1","1",203,"harvest",20,"230",20,0.923076923076923,1,"Q","generic"
"12435","6915.2010-05-20.167","Bluegill","Harlan","May","2010","1","1",203,"harvest",20,"230",20,0.923076923076923,1,"Q","generic"
"12436","6915.2010-05-20.167","Bluegill","Harlan","May","2010","1","1",220,"harvest",22,"230",22,0.923076923076923,1,"Q","generic"
"12480","6915.2010-05-31.197","Bluegill","Harlan","May","2010","1","1",203,"harvest",20,"230",20,0.615384615384615,1,"Q","generic"
"12481","6915.2010-05-31.197","Bluegill","Harlan","May","2010","1","1",254,"harvest",25,"255",25,0.615384615384615,1,"Q","generic"
"12482","6915.2010-05-31.197","Bluegill","Harlan","May","2010","1","1",254,"harvest",25,"255",25,0.615384615384615,1,"Q","generic"
"12483","6915.2010-05-31.197","Bluegill","Harlan","May","2010","1","1",229,"harvest",23,"230",23,0.615384615384615,1,"Q","generic"
"12529","6915.2010-06-03.220","Bluegill","Harlan","Jun","2010","2","1",150,"release",15,"150",15,0.181818181818182,0,"Q","generic"
"12530","6915.2010-06-03.220","Bluegill","Harlan","Jun","2010","2","1",125,"release",12,"125",12,0.181818181818182,0,"S","generic"
"12556","6915.2010-06-09.251","Bluegill","Harlan","Jun","2010","2","1",150,"release",15,"150",15,0.25,0,"Q","generic"
"12557","6915.2010-06-09.252","Bluegill","Harlan","Jun","2010","2","1",152,"harvest",15,"175",15,0.25,1,"Q","generic"
"12560","6915.2010-06-09.256","Bluegill","Harlan","Jun","2010","2","1",150,"release",15,"150",15,0.1875,0,"Q","generic"
"12561","6915.2010-06-13.262","Bluegill","Harlan","Jun","2010","1","1",152,"harvest",15,"175",15,1,1,"Q","generic"
"12562","6915.2010-06-13.262","Bluegill","Harlan","Jun","2010","1","1",152,"harvest",15,"175",15,1,1,"Q","generic"
"12563","6915.2010-06-13.262","Bluegill","Harlan","Jun","2010","1","1",178,"harvest",18,"200",18,1,1,"Q","generic"
"12589","6915.2010-06-16.299","Bluegill","Harlan","Jun","2010","1","1",175,"release",18,"175",18,0.25,0,"Q","generic"
"12590","6915.2010-06-16.299","Bluegill","Harlan","Jun","2010","1","1",150,"release",15,"150",15,0.25,0,"Q","generic"
"12603","6915.2010-06-18.309","Bluegill","Harlan","Jun","2010","1","1",152,"harvest",15,"175",15,0.4,1,"Q","generic"
"12604","6915.2010-06-18.309","Bluegill","Harlan","Jun","2010","1","1",152,"harvest",15,"175",15,0.4,1,"Q","generic"
"12605","6915.2010-06-18.309","Bluegill","Harlan","Jun","2010","1","1",178,"harvest",18,"200",18,0.4,1,"Q","generic"
"12606","6915.2010-06-18.309","Bluegill","Harlan","Jun","2010","1","1",170,"harvest",17,"175",17,0.4,1,"Q","generic"
"12670","6915.2010-06-22.341","Bluegill","Harlan","Jun","2010","2","1",175,"release",18,"175",18,0.125,0,"Q","generic"
"12745","6915.2010-06-26.365","Bluegill","Harlan","Jun","2010","2","1",175,"release",18,"175",18,0.137931034482759,0,"Q","generic"
"12746","6915.2010-06-26.365","Bluegill","Harlan","Jun","2010","2","1",150,"release",15,"150",15,0.137931034482759,0,"Q","generic"
"12777","6915.2010-06-27.377","Bluegill","Harlan","Jun","2010","2","1",150,"release",15,"150",15,0.25,0,"Q","generic"
"12801","6915.2010-06-27.387","Bluegill","Harlan","Jun","2010","1","1",150,"release",15,"150",15,0.235294117647059,0,"Q","generic"
"12802","6915.2010-06-27.387","Bluegill","Harlan","Jun","2010","1","1",175,"release",18,"175",18,0.235294117647059,0,"Q","generic"
"12821","6915.2010-06-27.393","Bluegill","Harlan","Jun","2010","1","1",200,"release",20,"200",20,0.622222222222222,0,"Q","generic"
"12822","6915.2010-06-27.393","Bluegill","Harlan","Jun","2010","1","1",175,"release",18,"175",18,0.622222222222222,0,"Q","generic"
"12823","6915.2010-06-27.393","Bluegill","Harlan","Jun","2010","1","1",175,"release",18,"175",18,0.622222222222222,0,"Q","generic"
"12824","6915.2010-06-27.393","Bluegill","Harlan","Jun","2010","1","1",150,"release",15,"150",15,0.622222222222222,0,"Q","generic"
"12825","6915.2010-06-27.393","Bluegill","Harlan","Jun","2010","1","1",150,"release",15,"150",15,0.622222222222222,0,"Q","generic"
"12826","6915.2010-06-27.393","Bluegill","Harlan","Jun","2010","1","1",150,"release",15,"150",15,0.622222222222222,0,"Q","generic"
"12827","6915.2010-06-27.393","Bluegill","Harlan","Jun","2010","1","1",175,"release",18,"175",18,0.622222222222222,0,"Q","generic"
"12892","6915.2010-07-04.423","Bluegill","Harlan","Jul","2010","1","1",203,"harvest",20,"230",20,1.33333333333333,1,"Q","generic"
"12893","6915.2010-07-04.423","Bluegill","Harlan","Jul","2010","1","1",170,"harvest",17,"175",17,1.33333333333333,1,"Q","generic"
"13014","6915.2010-07-09.463","Bluegill","Harlan","Jul","2010","1","1",200,"release",20,"200",20,1.71428571428571,0,"Q","generic"
"13015","6915.2010-07-09.463","Bluegill","Harlan","Jul","2010","1","1",175,"release",18,"175",18,1.71428571428571,0,"Q","generic"
"13016","6915.2010-07-09.463","Bluegill","Harlan","Jul","2010","1","1",200,"release",20,"200",20,1.71428571428571,0,"Q","generic"
"13062","6915.2010-07-11.485","Bluegill","Harlan","Jul","2010","1","1",175,"release",18,"175",18,0.125,0,"Q","generic"
"13079","6915.2010-07-11.490","Bluegill","Harlan","Jul","2010","1","1",150,"release",15,"150",15,0.0941176470588235,0,"Q","generic"
"13080","6915.2010-07-11.490","Bluegill","Harlan","Jul","2010","1","1",150,"release",15,"150",15,0.0941176470588235,0,"Q","generic"
"13106","6915.2010-07-13.495","Bluegill","Harlan","Jul","2010","1","1",175,"release",18,"175",18,0.166666666666667,0,"Q","generic"
"13253","6915.2010-07-17.516","Bluegill","Harlan","Jul","2010","1","1",200,"release",20,"200",20,0.4,0,"Q","generic"
"13275","6915.2010-07-17.525","Bluegill","Harlan","Jul","2010","1","1",175,"release",18,"175",18,1.33333333333333,0,"Q","generic"
"13276","6915.2010-07-17.525","Bluegill","Harlan","Jul","2010","1","1",200,"release",20,"200",20,1.33333333333333,0,"Q","generic"
"13427","6915.2010-07-27.547","Bluegill","Harlan","Jul","2010","1","1",175,"release",18,"175",18,1,0,"Q","generic"
"13428","6915.2010-07-27.547","Bluegill","Harlan","Jul","2010","1","1",175,"release",18,"175",18,1,0,"Q","generic"
"13429","6915.2010-07-27.547","Bluegill","Harlan","Jul","2010","1","1",200,"release",20,"200",20,1,0,"Q","generic"
"13430","6915.2010-07-27.547","Bluegill","Harlan","Jul","2010","1","1",150,"release",15,"150",15,1,0,"Q","generic"
"13431","6915.2010-07-27.547","Bluegill","Harlan","Jul","2010","1","1",150,"release",15,"150",15,1,0,"Q","generic"
"13575","6915.2010-07-31.574","Bluegill","Harlan","Jul","2010","2","1",230,"release",23,"230",23,0.545454545454545,0,"Q","generic"
"13576","6915.2010-07-31.574","Bluegill","Harlan","Jul","2010","2","1",200,"release",20,"200",20,0.545454545454545,0,"Q","generic"
"13577","6915.2010-07-31.574","Bluegill","Harlan","Jul","2010","2","1",200,"release",20,"200",20,0.545454545454545,0,"Q","generic"
"15152","6915.2011-05-22.143","Bluegill","Harlan","May","2011","2","1",200,"release",20,"200",20,0.0410958904109589,0,"Q","generic"
"15665","6915.2011-06-04.213","Bluegill","Harlan","Jun","2011","1","1",220,"harvest",22,"230",22,0.166666666666667,1,"Q","generic"
"16491","6915.2011-06-20.380","Bluegill","Harlan","Jun","2011","1","1",230,"harvest",23,"230",23,0.421052631578947,1,"Q","generic"
"16492","6915.2011-06-20.380","Bluegill","Harlan","Jun","2011","1","1",240,"harvest",24,"255",24,0.421052631578947,1,"Q","generic"
"16493","6915.2011-06-20.380","Bluegill","Harlan","Jun","2011","1","1",200,"harvest",20,"200",20,0.421052631578947,1,"Q","generic"
"16494","6915.2011-06-20.380","Bluegill","Harlan","Jun","2011","1","1",200,"harvest",20,"200",20,0.421052631578947,1,"Q","generic"
"16777","6915.2011-07-11.484","Bluegill","Harlan","Jul","2011","2","1",250,"harvest",25,"255",25,0.0666666666666667,1,"Q","generic"
"19010","6915.2011-08-29.788","Bluegill","Harlan","Aug","2011","1","1",175,"release",18,"175",18,0.0606060606060606,0,"Q","generic"
"20814","6925.2010-04-17.62","Bluegill","Sherman","Apr","2010","2","1",305,"release",30,"305",30,0.105263157894737,0,"Q","generic"
"21834","6925.2010-10-08.480","Bluegill","Sherman","Oct","2010","1","1",125,"release",12,"125",12,0.588235294117647,0,"S","generic"
"21835","6925.2010-10-08.480","Bluegill","Sherman","Oct","2010","1","1",230,"release",23,"230",23,0.588235294117647,0,"Q","generic"
"21836","6925.2010-10-08.480","Bluegill","Sherman","Oct","2010","1","1",150,"release",15,"150",15,0.588235294117647,0,"Q","generic"
"21837","6925.2010-10-08.480","Bluegill","Sherman","Oct","2010","1","1",125,"release",12,"125",12,0.588235294117647,0,"S","generic"
"21838","6925.2010-10-08.480","Bluegill","Sherman","Oct","2010","1","1",150,"release",15,"150",15,0.588235294117647,0,"Q","generic"
"22485","6925.2011-05-07.86","Bluegill","Sherman","May","2011","1","1",175,"release",18,"175",18,0.185185185185185,0,"Q","generic"
"22486","6925.2011-05-07.86","Bluegill","Sherman","May","2011","1","1",230,"release",23,"230",23,0.185185185185185,0,"Q","generic"
"22487","6925.2011-05-07.86","Bluegill","Sherman","May","2011","1","1",200,"release",20,"200",20,0.185185185185185,0,"Q","generic"
"22488","6925.2011-05-07.86","Bluegill","Sherman","May","2011","1","1",200,"release",20,"200",20,0.185185185185185,0,"Q","generic"
"22489","6925.2011-05-07.86","Bluegill","Sherman","May","2011","1","1",175,"release",18,"175",18,0.185185185185185,0,"Q","generic"
"22917","6925.2011-06-05.371","Bluegill","Sherman","Jun","2011","1","1",125,"release",12,"125",12,3.125,0,"S","generic"
"22918","6925.2011-06-05.371","Bluegill","Sherman","Jun","2011","1","1",175,"release",18,"175",18,3.125,0,"Q","generic"
"22919","6925.2011-06-05.371","Bluegill","Sherman","Jun","2011","1","1",125,"release",12,"125",12,3.125,0,"S","generic"
"22920","6925.2011-06-05.371","Bluegill","Sherman","Jun","2011","1","1",175,"release",18,"175",18,3.125,0,"Q","generic"
"22921","6925.2011-06-05.371","Bluegill","Sherman","Jun","2011","1","1",125,"release",12,"125",12,3.125,0,"S","generic"
"22922","6925.2011-06-05.371","Bluegill","Sherman","Jun","2011","1","1",150,"release",15,"150",15,3.125,0,"Q","generic"
"22923","6925.2011-06-05.371","Bluegill","Sherman","Jun","2011","1","1",150,"release",15,"150",15,3.125,0,"Q","generic"
"22924","6925.2011-06-05.371","Bluegill","Sherman","Jun","2011","1","1",200,"release",20,"200",20,3.125,0,"Q","generic"
"22925","6925.2011-06-05.371","Bluegill","Sherman","Jun","2011","1","1",150,"release",15,"150",15,3.125,0,"Q","generic"
"22926","6925.2011-06-05.371","Bluegill","Sherman","Jun","2011","1","1",200,"release",20,"200",20,3.125,0,"Q","generic"
"22927","6925.2011-06-05.371","Bluegill","Sherman","Jun","2011","1","1",175,"release",18,"175",18,3.125,0,"Q","generic"
"22928","6925.2011-06-05.371","Bluegill","Sherman","Jun","2011","1","1",175,"release",18,"175",18,3.125,0,"Q","generic"
"22929","6925.2011-06-05.371","Bluegill","Sherman","Jun","2011","1","1",150,"release",15,"150",15,3.125,0,"Q","generic"
"22930","6925.2011-06-05.371","Bluegill","Sherman","Jun","2011","1","1",125,"release",12,"125",12,3.125,0,"S","generic"
"22931","6925.2011-06-05.371","Bluegill","Sherman","Jun","2011","1","1",175,"release",18,"175",18,3.125,0,"Q","generic"
"22932","6925.2011-06-05.371","Bluegill","Sherman","Jun","2011","1","1",200,"release",20,"200",20,3.125,0,"Q","generic"
"22933","6925.2011-06-05.371","Bluegill","Sherman","Jun","2011","1","1",150,"release",15,"150",15,3.125,0,"Q","generic"
"22934","6925.2011-06-05.371","Bluegill","Sherman","Jun","2011","1","1",200,"release",20,"200",20,3.125,0,"Q","generic"
"22935","6925.2011-06-05.371","Bluegill","Sherman","Jun","2011","1","1",150,"release",15,"150",15,3.125,0,"Q","generic"
"22936","6925.2011-06-05.371","Bluegill","Sherman","Jun","2011","1","1",125,"release",12,"125",12,3.125,0,"S","generic"
"22937","6925.2011-06-05.371","Bluegill","Sherman","Jun","2011","1","1",200,"release",20,"200",20,3.125,0,"Q","generic"
"22938","6925.2011-06-05.371","Bluegill","Sherman","Jun","2011","1","1",150,"release",15,"150",15,3.125,0,"Q","generic"
"22939","6925.2011-06-05.371","Bluegill","Sherman","Jun","2011","1","1",150,"release",15,"150",15,3.125,0,"Q","generic"
"22940","6925.2011-06-05.371","Bluegill","Sherman","Jun","2011","1","1",150,"release",15,"150",15,3.125,0,"Q","generic"
"22941","6925.2011-06-05.371","Bluegill","Sherman","Jun","2011","1","1",150,"release",15,"150",15,3.125,0,"Q","generic"
"23125","6925.2011-06-13.275","Bluegill","Sherman","Jun","2011","2","1",200,"harvest",20,"200",20,0.319148936170213,1,"Q","generic"
"23126","6925.2011-06-13.275","Bluegill","Sherman","Jun","2011","2","1",190,"harvest",19,"200",19,0.319148936170213,1,"Q","generic"
"23127","6925.2011-06-13.275","Bluegill","Sherman","Jun","2011","2","1",200,"harvest",20,"200",20,0.319148936170213,1,"Q","generic"
"23128","6925.2011-06-13.275","Bluegill","Sherman","Jun","2011","2","1",205,"harvest",20,"230",20,0.319148936170213,1,"Q","generic"
"23129","6925.2011-06-13.275","Bluegill","Sherman","Jun","2011","2","1",200,"harvest",20,"200",20,0.319148936170213,1,"Q","generic"
"23255","6925.2011-06-19.306","Bluegill","Sherman","Jun","2011","2","1",175,"release",18,"175",18,0.432989690721649,0,"Q","generic"
"23256","6925.2011-06-19.306","Bluegill","Sherman","Jun","2011","2","1",150,"release",15,"150",15,0.432989690721649,0,"Q","generic"
"23257","6925.2011-06-19.306","Bluegill","Sherman","Jun","2011","2","1",150,"release",15,"150",15,0.432989690721649,0,"Q","generic"
"23258","6925.2011-06-19.306","Bluegill","Sherman","Jun","2011","2","1",150,"release",15,"150",15,0.432989690721649,0,"Q","generic"
"23259","6925.2011-06-19.306","Bluegill","Sherman","Jun","2011","2","1",150,"release",15,"150",15,0.432989690721649,0,"Q","generic"
"23260","6925.2011-06-19.306","Bluegill","Sherman","Jun","2011","2","1",175,"release",18,"175",18,0.432989690721649,0,"Q","generic"
"23261","6925.2011-06-19.306","Bluegill","Sherman","Jun","2011","2","1",175,"release",18,"175",18,0.432989690721649,0,"Q","generic"
"24231","6925.2011-08-20.615","Bluegill","Sherman","Aug","2011","1","1",175,"release",18,"175",18,0.642857142857143,0,"Q","generic"
"24232","6925.2011-08-20.615","Bluegill","Sherman","Aug","2011","1","1",200,"release",20,"200",20,0.642857142857143,0,"Q","generic"
"24233","6925.2011-08-20.615","Bluegill","Sherman","Aug","2011","1","1",175,"release",18,"175",18,0.642857142857143,0,"Q","generic"
"24234","6925.2011-08-20.615","Bluegill","Sherman","Aug","2011","1","1",150,"release",15,"150",15,0.642857142857143,0,"Q","generic"
"24235","6925.2011-08-20.615","Bluegill","Sherman","Aug","2011","1","1",200,"release",20,"200",20,0.642857142857143,0,"Q","generic"
"24236","6925.2011-08-20.615","Bluegill","Sherman","Aug","2011","1","1",150,"release",15,"150",15,0.642857142857143,0,"Q","generic"
